Number,Name,Type 1,Type 2,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Mega Evolution,Alolan Form,Galarian Form,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy,Height,Weight,BMI
55,Golduck,Water,,"['Cloud Nine', 'Damp', 'Swift Swim']",80,82,78,95,80,85,500,83.33333333333333,5.647024782032472,1.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.7,76.6,26.5
56,Mankey,Fighting,,"['Anger Point', 'Defiant', 'Vital Spirit']",40,80,35,35,45,70,305,50.833333333333336,17.658016750347574,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.5,28.0,112.0
57,Primeape,Fighting,,"['Anger Point', 'Defiant', 'Vital Spirit']",65,105,60,60,70,95,455,75.83333333333333,17.658016750347574,1.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,32.0,32.0
58,Growlithe,Fire,,"['Flash Fire', 'Intimidate', 'Justified']",55,70,45,70,50,60,350,58.333333333333336,9.428090415820634,1.0,Slow,1250000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.7,19.0,38.8
59,Arcanine,Fire,,"['Flash Fire', 'Intimidate', 'Justified']",90,110,80,100,80,95,555,92.5,10.70436048222094,1.0,Slow,1250000,1.0,75,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.9,155.0,42.9
60,Poliwag,Water,,"['Damp', 'Swift Swim', 'Water Absorb']",40,50,40,40,40,90,300,50.0,18.257418583505537,1.0,Medium Slow,1059860,0.0,255,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,12.4,34.4
61,Poliwhirl,Water,,"['Damp', 'Swift Swim', 'Water Absorb']",65,65,65,50,50,90,385,64.16666666666667,13.359349618234498,1.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,20.0,20.0
62,Poliwrath,Water,Fighting,"['Damp', 'Swift Swim', 'Water Absorb']",90,95,95,70,90,70,510,85.0,10.801234497346432,1.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,1.3,54.0,32.0
63,Abra,Psychic,,"['Inner Focus', 'Magic Guard', 'Synchronize']",25,20,15,105,55,90,310,51.66666666666666,35.079275299748645,1.0,Medium Slow,1059860,0.0,200,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.9,19.5,24.1
64,Kadabra,Psychic,,"['Inner Focus', 'Magic Guard', 'Synchronize']",40,35,30,120,70,105,400,66.66666666666667,35.079275299748645,1.0,Medium Slow,1059860,0.0,100,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.3,56.5,33.4
65,Alakazam,Psychic,,"['Inner Focus', 'Magic Guard', 'Synchronize']",55,50,45,135,95,120,500,83.33333333333333,35.433819375782164,1.0,Medium Slow,1059860,1.0,50,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.5,48.0,21.3
65,Mega Alakazam,Psychic,,['Trace'],55,50,65,175,95,150,590,98.33333333333331,48.102898965539374,6.0,Medium Slow,1059860,1.0,50,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.2,48.0,33.3
66,Machop,Fighting,,"['Guts', 'No Guard', 'Steadfast']",70,80,50,35,35,35,305,50.833333333333336,18.12380264244296,1.0,Medium Slow,1059860,0.0,180,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.8,19.5,30.5
67,Machoke,Fighting,,"['Guts', 'No Guard', 'Steadfast']",80,100,70,50,60,45,405,67.5,18.65252440466616,1.0,Medium Slow,1059860,0.0,90,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.5,70.5,31.3
68,Machamp,Fighting,,"['Guts', 'No Guard', 'Steadfast']",90,130,80,65,85,55,505,84.16666666666667,23.702437755546484,1.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.6,130.0,50.8
69,Bellsprout,Grass,Poison,"['Chlorophyll', 'Gluttony']",50,75,35,70,30,40,300,50.0,17.078251276599328,1.0,Medium Slow,1059860,0.0,255,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7,4.0,8.2
70,Weepinbell,Grass,Poison,"['Chlorophyll', 'Gluttony']",65,90,50,85,45,55,390,65.0,17.078251276599328,1.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,6.4,6.4
71,Victreebel,Grass,Poison,"['Chlorophyll', 'Gluttony']",80,105,65,100,70,70,490,81.66666666666667,15.456030825826172,1.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.7,15.5,5.4
72,Tentacool,Water,Poison,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",40,40,35,50,100,70,335,55.833333333333336,22.80655363900668,1.0,Slow,1250000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.9,45.5,56.2
73,Tentacruel,Water,Poison,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",80,70,65,80,120,100,515,85.83333333333333,18.800856954464127,1.0,Slow,1250000,1.0,60,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.6,55.0,21.5
74,Geodude,Rock,Ground,"['Rock Head', 'Sand Veil', 'Sturdy']",40,80,100,30,30,20,300,50.0,29.43920288775949,1.0,Medium Slow,1059860,0.0,255,0.0,0.0,0.0,0.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.4,20.0,125.0
74,Alolan Geodude,Rock,Electric,"['Galvanize', 'Magnet Pull', 'Sturdy']",40,80,100,30,30,20,300,50.0,29.43920288775949,7.0,Medium Slow,1059860,0.0,255,0.0,0.0,1.0,0.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,20.3,126.9
75,Graveler,Rock,Ground,"['Rock Head', 'Sand Veil', 'Sturdy']",55,95,115,45,45,35,390,65.0,29.43920288775949,1.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,105.0,105.0
75,Alolan Graveler,Rock,Electric,"['Galvanize', 'Magnet Pull', 'Sturdy']",55,95,115,45,45,35,390,65.0,29.43920288775949,7.0,Medium Slow,1059860,0.0,120,0.0,0.0,1.0,0.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,110.0
76,Golem,Rock,Ground,"['Rock Head', 'Sand Veil', 'Sturdy']",80,120,130,55,65,45,495,82.5,31.98306843732581,1.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.4,300.0,153.1
76,Alolan Golem,Rock,Electric,"['Galvanize', 'Magnet Pull', 'Sturdy']",80,120,130,55,65,45,495,82.5,31.98306843732581,7.0,Medium Slow,1059860,1.0,45,0.0,0.0,1.0,0.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,316.0,109.3
77,Ponyta,Fire,,"['Flame Body', 'Flash Fire', 'Run Away']",50,85,55,65,65,90,410,68.33333333333333,14.624940645653536,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.0,30.0,30.0
77,Galarian Ponyta,Psychic,,"['Anticipation', 'Pastel Veil', 'Run Away']",50,85,55,65,65,90,410,68.33333333333333,14.624940645653536,8.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.8,24.0,37.5
78,Rapidash,Fire,,"['Flame Body', 'Flash Fire', 'Run Away']",65,100,70,80,80,105,500,83.33333333333333,14.624940645653536,1.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.7,95.0,32.9
78,Galarian Rapidash,Psychic,Fairy,"['Anticipation', 'Pastel Veil', 'Run Away']",65,100,70,80,80,105,500,83.33333333333333,14.624940645653536,8.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.7,80.0,27.7
79,Slowpoke,Water,Psychic,"['Oblivious', 'Own Tempo', 'Regenerator']",90,65,65,40,40,15,315,52.5,23.935677693908453,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,1.2,36.0,25.0
79,Galarian Slowpoke,Psychic,,"['Gluttony', 'Own Tempo', 'Regenerator']",90,65,65,40,40,15,315,52.5,23.935677693908453,8.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.2,36.0,25.0
80,Slowbro,Water,Psychic,"['Oblivious', 'Own Tempo', 'Regenerator']",95,75,110,100,80,30,490,81.66666666666667,25.92724864350674,1.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,1.6,78.5,30.7
80,Mega Slowbro,Water,Psychic,['Shell Armor'],95,75,180,130,80,30,590,98.33333333333331,46.96334267868457,6.0,Medium Fast,1000000,1.0,75,0.0,1.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,2.0,120.0,30.0
80,Galarian Slowbro,Poison,Psychic,"['Own Tempo', 'Quick Draw', 'Regenerator']",95,100,95,100,70,30,490,81.66666666666667,25.27625148017184,8.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.6,70.5,27.5
81,Magnemite,Electric,Steel,"['Analytic', 'Magnet Pull', 'Sturdy']",25,35,70,95,55,45,325,54.16666666666666,23.169064624096407,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0.3,6.0,66.7
82,Magneton,Electric,Steel,"['Analytic', 'Magnet Pull', 'Sturdy']",50,60,95,120,70,70,465,77.5,23.40761984198023,1.0,Medium Fast,1000000,0.0,60,0.0,0.0,0.0,0.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,1.0,60.0,60.0
83,Farfetch'd,Normal,Flying,"['Defiant', 'Inner Focus', 'Keen Eye']",52,90,55,58,62,60,377,62.833333333333336,12.575328579758418,1.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.8,15.0,23.4
83,Galarian Farfetch'd,Fighting,,"['Scrappy', 'Steadfast']",52,95,55,58,62,55,377,62.833333333333336,14.712995011968918,8.0,Medium Fast,1000000,0.0,45,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.8,42.0,65.6
84,Doduo,Normal,Flying,"['Early Bird', 'Run Away', 'Tangled Feet']",35,85,45,35,35,75,310,51.66666666666666,20.548046676563256,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.4,39.2,20.0
85,Dodrio,Normal,Flying,"['Early Bird', 'Run Away', 'Tangled Feet']",60,110,70,60,60,110,470,78.33333333333333,22.66911751455907,1.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.8,85.2,26.3
86,Seel,Water,,"['Hydration', 'Ice Body', 'Thick Fat']",65,45,55,45,70,45,325,54.16666666666666,10.172129679778086,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.1,90.0,74.4
87,Dewgong,Water,Ice,"['Hydration', 'Ice Body', 'Thick Fat']",90,70,80,70,95,70,475,79.16666666666667,10.172129679778084,1.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.7,120.0,41.5
88,Grimer,Poison,,"['Poison Touch', 'Stench', 'Sticky Hold']",80,80,50,40,50,25,325,54.16666666666666,20.08661798865658,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.9,30.0,37.0
88,Alolan Grimer,Poison,Dark,"['Gluttony', 'Poison Touch', 'Power of Alchemy']",80,80,50,40,50,25,325,54.16666666666666,20.08661798865658,7.0,Medium Fast,1000000,0.0,190,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.7,42.0,85.7
89,Muk,Poison,,"['Poison Touch', 'Stench', 'Sticky Hold']",105,105,75,65,100,50,500,83.33333333333333,21.34374745810949,1.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.2,30.0,20.8
89,Alolan Muk,Poison,Dark,"['Gluttony', 'Poison Touch', 'Power of Alchemy']",105,105,75,65,100,50,500,83.33333333333333,21.34374745810949,7.0,Medium Fast,1000000,1.0,75,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,52.0,52.0
90,Shellder,Water,,"['Overcoat', 'Shell Armor', 'Skill Link']",30,65,100,45,25,40,305,50.833333333333336,25.39958442354695,1.0,Slow,1250000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,4.0,44.4
91,Cloyster,Water,Ice,"['Overcoat', 'Shell Armor', 'Skill Link']",50,95,180,85,45,70,525,87.5,44.97684589504545,1.0,Slow,1250000,1.0,60,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,132.5,58.9
92,Gastly,Ghost,Poison,['Levitate'],30,35,30,100,35,80,310,51.66666666666666,27.78888666755511,1.0,Medium Slow,1059860,0.0,190,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,1.3,0.1,0.1
93,Haunter,Ghost,Poison,['Levitate'],45,50,45,115,55,95,405,67.5,27.34806513570324,1.0,Medium Slow,1059860,0.0,90,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,1.6,0.1,0.0
94,Gengar,Ghost,Poison,['Cursed Body'],60,65,60,130,75,110,500,83.33333333333333,27.028791233711427,1.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,1.5,40.5,18.0
94,Mega Gengar,Ghost,Poison,['Shadow Tag'],60,65,80,170,95,130,600,100.0,38.83726732577014,6.0,Medium Slow,1059860,1.0,45,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,1.4,40.5,20.7
95,Onix,Rock,Ground,"['Rock Head', 'Sturdy', 'Weak Armor']",35,45,160,30,45,70,385,64.16666666666667,44.66697761085799,1.0,Medium Fast,1000000,0.0,45,0.0,0.0,0.0,0.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,8.8,210.0,2.7
96,Drowzee,Psychic,,"['Forewarn', 'Inner Focus', 'Insomnia']",60,48,45,43,90,42,328,54.66666666666666,16.888523387857866,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,32.4,32.4
97,Hypno,Psychic,,"['Forewarn', 'Inner Focus', 'Insomnia']",85,73,70,73,115,67,483,80.5,16.408839081421938,1.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.6,75.6,29.5
98,Krabby,Water,,"['Hyper Cutter', 'Sheer Force', 'Shell Armor']",30,105,90,25,25,50,325,54.16666666666666,32.06980234148976,1.0,Medium Fast,1000000,0.0,225,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,6.5,40.6
99,Kingler,Water,,"['Hyper Cutter', 'Sheer Force', 'Shell Armor']",55,130,115,50,50,75,475,79.16666666666667,32.06980234148976,1.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.3,60.0,35.5
100,Voltorb,Electric,,"['Aftermath', 'Soundproof', 'Static']",40,30,50,55,55,100,330,55.0,21.9848432637882,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,10.4,41.6
101,Electrode,Electric,,"['Aftermath', 'Soundproof', 'Static']",60,50,70,80,80,150,490,81.66666666666667,32.36081306491266,1.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.2,66.6,46.3
102,Exeggcute,Grass,Psychic,"['Chlorophyll', 'Harvest']",60,40,80,60,45,40,325,54.16666666666666,14.264368973853074,1.0,Slow,1250000,0.0,90,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0.4,2.5,15.6
103,Exeggutor,Grass,Psychic,"['Chlorophyll', 'Harvest']",95,95,85,125,75,55,530,88.33333333333333,21.34374745810949,1.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,120.0,30.0
103,Alolan Exeggutor,Grass,Dragon,"['Frisk', 'Harvest']",95,105,85,125,75,45,530,88.33333333333333,24.94438257849294,7.0,Slow,1250000,1.0,45,0.0,0.0,1.0,0.0,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,10.9,415.6,3.5
104,Cubone,Ground,,"['Battle Armor', 'Lightning Rod', 'Rock Head']",50,50,95,40,50,35,320,53.333333333333336,19.507833184532707,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.4,6.5,40.6
105,Marowak,Ground,,"['Battle Armor', 'Lightning Rod', 'Rock Head']",60,80,110,50,80,45,425,70.83333333333333,22.06367049145621,1.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,45.0,45.0
105,Alolan Marowak,Fire,Ghost,"['Cursed Body', 'Rock Head']",60,80,110,50,80,45,425,70.83333333333333,22.06367049145621,7.0,Medium Fast,1000000,1.0,75,0.0,0.0,1.0,0.0,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,1.0,34.0,34.0
106,Hitmonlee,Fighting,,"['Limber', 'Reckless', 'Unburden']",50,120,53,35,110,87,455,75.83333333333333,31.88216150486385,1.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.5,49.8,22.1
107,Hitmonchan,Fighting,,"['Inner Focus', 'Iron Fist', 'Keen Eye']",50,105,79,35,110,76,455,75.83333333333333,26.965512954306817,1.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.4,50.2,25.6
108,Lickitung,Normal,,"['Cloud Nine', 'Oblivious', 'Own Tempo']",90,55,75,60,75,30,385,64.16666666666667,19.02118701752221,1.0,Medium Fast,1000000,0.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,65.5,45.5
109,Koffing,Poison,,"['Levitate', 'Neutralizing Gas', 'Stench']",40,65,95,60,45,35,340,56.66666666666666,20.13840995599095,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.6,1.0,2.8
110,Weezing,Poison,,"['Levitate', 'Neutralizing Gas', 'Stench']",65,90,120,85,70,60,490,81.66666666666667,20.13840995599095,1.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.2,9.5,6.6
110,Galarian Weezing,Poison,Fairy,"['Levitate', 'Misty Surge', 'Neutralizing Gas']",65,90,120,85,70,60,490,81.66666666666667,20.13840995599095,8.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,1.0,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.5,2.0,0.5,3.0,16.0,1.8
111,Rhyhorn,Ground,Rock,"['Lightning Rod', 'Reckless', 'Rock Head']",80,85,95,30,30,25,345,57.5,29.5451631687264,1.0,Slow,1250000,0.0,120,0.0,0.0,0.0,0.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,115.0,115.0
